StandardAnalyte,StationName,SampleDate,SampleType,SourceType,AnalysisGroup,SampleMedia,StandardResult,StandardUnit,FinalQualifier,StandardDetLimit
"Arsenic, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,0.13,ug/L,J,0.045
"Barium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,13.2,ug/L,J,0.23
"Beryllium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,0.12,ug/L,J,0.044
"Cadmium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,1.7,ug/L,J,0.026
"Calcium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,32600,ug/L,J,416
"Calcium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,33700,ug/L,J,7.8
"Chromium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,2,ug/L,UJ,0.043
"Cobalt, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,0.47,ug/L,J,0.039
"Copper, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,4.3,ug/L,J+,0.3
"Hardness as CaCO3, D",FE-ET-FP06,8/4/15,Primary,S,General Chemistry,SW,91400,ug/L,J,2600
"Iron, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,5.3,ug/L,J,2.1
"Lead, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.046
"Magnesium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,2430,ug/L,J,378
"Magnesium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,2860,ug/L,J,4
"Manganese, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,1160,ug/L,J,0.092
"Nickel, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,1.4,ug/L,J,0.17
"Potassium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,500,ug/L,UJ,21.2
"Selenium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,5,ug/L,UJ,0.88
"Silver, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.017
"Sodium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,974,ug/L,J,11.3
"Thallium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.037
"Vanadium, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,5,ug/L,UJ,0.03
"Zinc, dissolved",FE-ET-FP06,8/4/15,Primary,S,Metals,SW,358,ug/L,J+,0.15
"Aluminum, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,60,ug/L,2,30
"Aluminum, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,480,ug/L,2,30
"Antimony, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.5,ug/L,U,0.4
"Antimony, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.4,ug/L,U,0.4
"Arsenic, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.2,ug/L,U,0.2
"Arsenic, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.5,ug/L,2,0.2
"Barium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,13.2,ug/L,2,0.5
"Barium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,12.4,ug/L,2,0.5
"Beryllium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,10,ug/L,U,10
"Beryllium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,10,ug/L,U,10
"Cadmium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.6,ug/L,2,0.1
"Cadmium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.6,ug/L,2,0.1
"Calcium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,34600,ug/L,2,100
"Calcium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,34400,ug/L,2,100
DOC,FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,1000,ug/L,U,1000
Cation-Anion Balance,FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,-2.3,%,2,-9999
"Chromium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,10,ug/L,U,10
"Chromium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,10,ug/L,U,10
"Cobalt, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.76,ug/L,2,0.05
"Cobalt, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.52,ug/L,2,0.05
"Copper, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,4,ug/L,2,0.5
"Copper, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,13.7,ug/L,2,0.5
"Hardness as CaCO3, D",FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,98000,ug/L,2,800
"Iron, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,20,ug/L,U,20
"Iron, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,100,ug/L,J+,20
"Lead, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.2,ug/L,U,0.1
"Lead, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,3,ug/L,J+,0.1
"Lithium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,8,ug/L,U,8
"Lithium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,8,ug/L,U,8
"Magnesium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2900,ug/L,2,200
"Magnesium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2800,ug/L,2,200
"Manganese, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1120,ug/L,2,5
"Manganese, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1100,ug/L,2,5
"Molybdenum, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.6,ug/L,2,0.5
"Molybdenum, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.6,ug/L,2,0.5
"Nickel, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.3,ug/L,2,0.6
"Nickel, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.3,ug/L,2,0.6
"Potassium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,600,ug/L,2,200
"Potassium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,500,ug/L,2,200
"TDS, measured",FE-ET-FP07,8/4/15,Primary,S,Physical,SW,136000,ug/L,2,10000
TSS,FE-ET-FP07,8/4/15,Primary,S,Physical,SW,6000,ug/L,2,5000
"Selenium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.1,ug/L,U,0.1
"Selenium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.1,ug/L,U,0.1
"Silica, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,4500,ug/L,2,200
"Silica, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,4600,ug/L,J-,200
"Silver, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.05,ug/L,U,0.05
"Silver, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.05,ug/L,U,0.05
"Sodium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1000,ug/L,2,200
"Sodium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,900,ug/L,2,200
"Strontium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,250,ug/L,2,5
"Strontium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,250,ug/L,2,5
Sum of Anions,FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,2.2,meq/L,2,-9999
Sum of Cations,FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,2.1,meq/L,2,-9999
"Thallium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.1,ug/L,U,0.1
"Thallium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.1,ug/L,U,0.1
Total Alkalinity,FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,17700,ug/L,2,2000
"Vanadium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.2,ug/L,U,0.2
"Vanadium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.2,ug/L,U,0.2
"Zinc, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,350,ug/L,2,10
"Zinc, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,380,ug/L,2,10
ORP,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,216.9,mV,1,-9999
ORP,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,219.9,mV,1,-9999
"Oxygen, Dissolved",FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,7630,ug/L,1,-9999
"Oxygen, Dissolved",FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,7860,ug/L,1,-9999
"Oxygen, Dissolved",FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,8600,ug/L,1,-9999
pH,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,7.45,SU,1,-9999
pH,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,7.69,SU,1,-9999
pH,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,7.69,SU,1,-9999
Specific Conductance,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,223.7,uS/cm,1,-9999
Specific Conductance,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,320,uS/cm,1,-9999
Specific Conductance,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,328,uS/cm,1,-9999
Temperature,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,11.92,C,1,-9999
Temperature,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,12.11,C,1,-9999
Temperature,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,12.21,C,1,-9999
Turbidity,FE-ET-FP07,8/4/15,Field Measurement,S,Physical,SW,3.9,NTU,1,-9999
"Aluminum, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,480,ug/L,UJ,2.8
"Antimony, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2,ug/L,UJ,0.048
"Arsenic, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.42,ug/L,J,0.045
"Barium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,13.7,ug/L,J,0.23
"Beryllium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.58,ug/L,J,0.044
"Cadmium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.8,ug/L,J,0.026
"Calcium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,35200,ug/L,J,7.8
"Chromium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.25,ug/L,UJ,0.043
"Cobalt, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.55,ug/L,J,0.039
"Copper, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,17.5,ug/L,J,0.3
"Iron, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,96.9,ug/L,J,2.1
"Lead, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,3.1,ug/L,J,0.046
"Magnesium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,3030,ug/L,J,4
"Manganese, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1240,ug/L,J,0.092
"Nickel, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.7,ug/L,J,0.17
"Potassium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,500,ug/L,J,21.2
"Selenium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,5,ug/L,UJ,0.88
"Silver, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.017
"Sodium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1040,ug/L,J,11.3
"Thallium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.037
"Vanadium, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.09,ug/L,J,0.03
"Zinc, total",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,451,ug/L,J,0.15
"Aluminum, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,72.5,ug/L,J,2.8
"Antimony, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2,ug/L,UJ,0.048
"Arsenic, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.19,ug/L,J,0.045
"Barium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,13.1,ug/L,J,0.23
"Beryllium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.13,ug/L,J,0.044
"Cadmium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.6,ug/L,J,0.026
"Calcium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,32400,ug/L,J,416
"Calcium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,34500,ug/L,J,7.8
"Chromium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2,ug/L,UJ,0.043
"Cobalt, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.5,ug/L,J,0.039
"Copper, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,4.9,ug/L,J+,0.3
"Hardness as CaCO3, D",FE-ET-FP07,8/4/15,Primary,S,General Chemistry,SW,91000,ug/L,J,2600
"Iron, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,8.2,ug/L,J,2.1
"Lead, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.046
"Magnesium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2450,ug/L,J,378
"Magnesium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,2960,ug/L,J,4
"Manganese, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1210,ug/L,J,0.092
"Nickel, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1.9,ug/L,J,0.17
"Potassium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,450,ug/L,J,21.2
"Selenium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,5,ug/L,UJ,0.88
"Silver, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.017
"Sodium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1020,ug/L,J,11.3
"Thallium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,1,ug/L,UJ,0.037
"Vanadium, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,0.12,ug/L,J,0.03
"Zinc, dissolved",FE-ET-FP07,8/4/15,Primary,S,Metals,SW,395,ug/L,J+,0.15
"Aluminum, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,40,ug/L,2,29.99999933
"Aluminum, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,440,ug/L,2,59.99999866
"Antimony, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.4,ug/L,U,0.39999999
"Antimony, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.4,ug/L,U,0.39999999
"Arsenic, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.2,ug/L,U,0.199999995
"Arsenic, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.2,ug/L,2,0.199999995
"Barium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,12.4,ug/L,2,0.500000024
"Barium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,12.4,ug/L,2,0.500000024
"Beryllium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,10,ug/L,U,9.999999776
"Beryllium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,20,ug/L,U,19.99999955
"Cadmium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.7,ug/L,2,0.099999997
"Cadmium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.7,ug/L,2,0.099999997
"Calcium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,34300,ug/L,2,100.0000015
"Calcium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,34900,ug/L,2,200.000003
DOC,FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,1000,ug/L,U,1000
Cation-Anion Balance,FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,-4.5,%,2,-9999
"Chromium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,10,ug/L,U,9.999999776
"Chromium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,20,ug/L,U,19.99999955
"Cobalt, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.61,ug/L,2,0.049999999
"Cobalt, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.57,ug/L,2,0.049999999
"Copper, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,4,ug/L,2,0.500000024
"Copper, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,13.1,ug/L,2,0.500000024
"Hardness as CaCO3, T",FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,98000,ug/L,2,800.0000119
"Iron, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,20,ug/L,U,19.99999955
"Iron, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,80,ug/L,U,39.99999911
"Lead, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.2,ug/L,U,0.099999997
"Lead, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2.6,ug/L,J+,0.099999997
"Lithium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,8,ug/L,U,8.00000038
"Lithium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,20,ug/L,U,19.99999955
"Magnesium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2900,ug/L,2,200.000003
"Magnesium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2900,ug/L,2,400.000006
"Manganese, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1130,ug/L,2,4.999999888
"Manganese, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1150,ug/L,2,9.999999776
"Molybdenum, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.5,ug/L,2,0.500000024
"Molybdenum, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.5,ug/L,U,0.500000024
"Nickel, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.4,ug/L,2,0.600000028
"Nickel, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.4,ug/L,2,0.600000028
"Potassium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,500,ug/L,2,200.000003
"Potassium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,600,ug/L,2,400.000006
"TDS, measured",FE-ET-FP08,8/5/15,Primary,S,Physical,SW,136000,ug/L,2,10000
TSS,FE-ET-FP08,8/5/15,Primary,S,Physical,SW,11000,ug/L,2,5000
"Selenium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.1,ug/L,U,0.099999997
"Selenium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.1,ug/L,U,0.099999997
"Silica, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,4300,ug/L,2,200.000003
"Silica, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,4600,ug/L,J-,400.000006
"Silver, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.05,ug/L,U,0.049999999
"Silver, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.05,ug/L,U,0.049999999
"Sodium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,900,ug/L,2,200.000003
"Sodium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1000,ug/L,2,400.000006
"Strontium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,247,ug/L,2,4.999999888
"Strontium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,260,ug/L,2,9.999999776
Sum of Anions,FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,2.3,meq/L,2,-9999
Sum of Cations,FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,2.1,meq/L,2,-9999
"Thallium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.1,ug/L,U,0.099999997
"Thallium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.1,ug/L,U,0.099999997
Total Alkalinity,FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,20300,ug/L,2,2000
"Vanadium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.2,ug/L,U,0.199999995
"Vanadium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.2,ug/L,U,0.199999995
"Zinc, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,410,ug/L,2,9.999999776
"Zinc, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,430,ug/L,2,19.99999955
ORP,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,253.4,mV,1,-9999
ORP,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,255.7,mV,1,-9999
"Oxygen, Dissolved",FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,8160,ug/L,1,-9999
"Oxygen, Dissolved",FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,10010,ug/L,1,-9999
"Oxygen, Dissolved",FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,10010,ug/L,1,-9999
pH,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,6.02,SU,1,-9999
pH,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,6.27,SU,1,-9999
pH,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,7.14,SU,1,-9999
Specific Conductance,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,224,uS/cm,1,-9999
Specific Conductance,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,289,uS/cm,1,-9999
Specific Conductance,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,296,uS/cm,1,-9999
Temperature,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,5.98,C,1,-9999
Temperature,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,6.3,C,1,-9999
Temperature,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,6.79,C,1,-9999
Turbidity,FE-ET-FP08,8/5/15,Field Measurement,S,Physical,SW,4.3,NTU,1,-9999
"Aluminum, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,425,ug/L,UJ,2.8
"Antimony, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2,ug/L,UJ,0.048
"Arsenic, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.36,ug/L,J,0.045
"Barium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,12.7,ug/L,J,0.23
"Beryllium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.57,ug/L,J,0.044
"Cadmium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.8,ug/L,J,0.026
"Calcium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,34600,ug/L,J,7.8
"Chromium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.25,ug/L,UJ,0.043
"Cobalt, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.57,ug/L,J,0.039
"Copper, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,15.5,ug/L,J,0.3
"Iron, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,69.6,ug/L,J,2.1
"Lead, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2,ug/L,J,0.046
"Magnesium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2970,ug/L,J,4
"Manganese, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1270,ug/L,J,0.092
"Nickel, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.9,ug/L,J,0.17
"Potassium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,500,ug/L,J,21.2
"Selenium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,5,ug/L,UJ,0.88
"Silver, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1,ug/L,UJ,0.017
"Sodium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1020,ug/L,J,11.3
"Thallium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1,ug/L,UJ,0.037
"Vanadium, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.16,ug/L,J,0.03
"Zinc, total",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,508,ug/L,J,0.15
"Aluminum, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,49.4,ug/L,J,2.8
"Antimony, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2,ug/L,UJ,0.048
"Arsenic, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.19,ug/L,J,0.045
"Barium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,13.3,ug/L,J,0.23
"Beryllium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.16,ug/L,J,0.044
"Cadmium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1.8,ug/L,J,0.026
"Calcium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,34200,ug/L,J,416
"Calcium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,36100,ug/L,J,7.8
"Chromium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2,ug/L,UJ,0.043
"Cobalt, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,0.63,ug/L,J,0.039
"Copper, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,5.9,ug/L,J+,0.3
"Hardness as CaCO3, D",FE-ET-FP08,8/5/15,Primary,S,General Chemistry,SW,96000,ug/L,J,2600
"Iron, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,19.5,ug/L,J,2.1
"Lead, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1,ug/L,UJ,0.046
"Magnesium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,2570,ug/L,J,378
"Magnesium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,3130,ug/L,J,4
"Manganese, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,1300,ug/L,J,0.092
"Nickel, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,3.9,ug/L,J,0.17
"Potassium, dissolved",FE-ET-FP08,8/5/15,Primary,S,Metals,SW,433,ug/L,J,21.2
